"startTime","endTime","word","energy"
0,0.31875,"one",78.1514739990234
0.31875,0.64375,"voice",81.07177734375
0.64375,0.875,"can",69.5531387329102
0.875,1.18125,"change",74.3520355224609
1.18125,1.3125,"a",72.6160354614258
1.3125,1.5,"room",70.2819900512695
